Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
"AVP, Data Science for Personal Lines",$59K - $99K (Glassdoor est.),"AVP, Data Science for Personal Lines
Worcester, MA, USA Req #13437
Thursday, November 5, 2020
Our Personal Lines (PL) Actuarial and Data Science department is seeking an AVP, Data Science to join our growing team in our corporate home office located in Worcester, MA.

Position summary:
Leads a data science team that leverages data and advanced statistical methods to provide insight into operational performance that is applied to implementing solutions and improving business results. Builds consultative relationships with business partners to ensure a shared understanding of initiative goals and effective application and monitoring of solutions. Directs and oversees the prioritization of projects and is well-versed in current and emerging analytical approaches and methodologies. Presents insight and recommendations to senior leadership for decision making and strategic planning. Leads data strategy to develop and maintain internal/external information sources for business analysis on behalf of personal lines. Works to recruit and retain skilled staff and state of the art analytical capabilities, while managing and developing staff in the daily performance of their jobs. Ensures that project/department milestones/goals are met and adhering to approved budgets.

This is a full-time, exempt role.

Responsibilities/Essential Functions:
Supports personal lines high-level strategy formulation and oversees prioritized strategic and tactical projects to achieve targeted business results. Provides leadership in developing data science projects and executing and implementing their findings. Partners with PL business functions to identify and scope specific tactical initiatives and solve business problems and help them measure performance against targeted results. Lead the PL Data Science Steering Committee and provide regular updates to senior management on team performance and progress against the annual research agenda.
Supports personal lines high-level strategy formulation and oversees prioritized strategic and tactical data science projects to achieve targeted business results.
Partners with PL business functions to identify specific data science tactical initiatives and solve business problems and help them execute and measure performance against targeted results.
Establish strategic vision and implement stewardship and governance practices that ensure data integrity and accuracy and explore opportunities to enhance and/or add to both internal and external data available for analysis.
Lead the PL Data Science Steering Committee and provide regular updates to senior management on team performance and progress against the annual research agenda.

Additional Responsibilities:
Work with Personal Lines leadership and the data science steering committee in strategy formulation and data science research agenda
Work with business partners to scope and develop balance of data science project portfolio.
Research, analyze and define requirements from key stakeholders on new analytics models, platforms and technologies to significantly improve operational efficiency and effectiveness, growth, profitability and agent/ customer experience.
Partner with business functions to execute on each project and deliver targeted business results.
Lead the development and implementation of programs and processes that drive strong internal and external data to support advanced analytics and effective monitoring and analysis of results across personal lines.
Advocates for data as an asset and strategic competitive advantage.
Position Requirements:
Bachelor’s degree required. Advanced level degree or equivalent experience strongly desired.
Over five years of practical data science and advanced analytics experience.
Project Management certification desired.
Insurance industry data analytics experience.
Prior people management experience required; strong people management skills, effective at coaching and motivating staff. Serves as a role model in building effective relationships.
Hires and develops talented and intellectually curious people to foster continuing innovation and deliver exceptional data solutions.
Creates an environment that encourages and values the opinions of others and promotes sharing of information and ideas.
Collaborative problem solver, who takes ownership of issues, to deliver successful business solutions.
Anticipates needs of the customer and takes a proactive approach to ensure they are met.
Ability to negotiate skillfully in difficult situations with both internal and external groups.
Demonstrated project management skills for effectively running projects with high degree of ambiguity.
Effectively and creatively utilizes all resources (systems, people, etc.) to manage daily operations.
Strong verbal and written communication skills.
EEO statement:
“The Hanover values diversity in the workplace and among our customers. The company provides equal opportunity for employment and promotion to all qualified employees and applicants on the basis of experience, training, education, and ability to do the available work without regard to race, religion, color, age, sex/gender, sexual orientation, national origin, gender identity, disability, marital status, veteran status, genetic information, ancestry or any other status protected by law.

Furthermore, The Hanover Insurance Group is committed to providing an equal opportunity workplace that is free of discrimination and harassment based on national origin, race, color, religion, gender, ancestry, age, sexual orientation, gender identity, disability, marital status, veteran status, genetic information or any other status protected by law.”

As an equal opportunity employer, Hanover does not discriminate against qualified individuals with disabilities. If you require a reasonable accommodation, as a candidate for employment, please inform The Hanover Talent Acquisition office.
Privacy Policy:
To view our privacy policy and online privacy statement, click here.

Applicants who are California residents: To see the types of information we may collect from applicants and employees and how we use it, please click here.
Other details
Job Function
Actuarial
Pay Type
Salary
Required Education
Bachelor’s Degree",4.0,"The Hanover Insurance Group
4.0","Worcester, MA",-1,5001 to 10000 Employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,59,99,79.0,"The Hanover Insurance Group
", MA,0,168,0,0,0,0,0
"PhD Cancer Biology Scientist, Oncology Drug Discovery",$59K - $99K (Glassdoor est.),"1 purpose...to reimagine medicine! Novartis Institutes for BioMedical Research is seeking a candidate with a strong background in chromatin biology and epigenetics to join our small molecule drug discovery group in the Oncology Disease Area (DA) in Cambridge MA. The successful candidate will play a key role in the development of new therapies for cancer through critically contributing to projects within a dynamic and multi-disciplinary team of scientists. This position is ideal for those candidates seeking to utilize their expertise through experimental contributions at the bench while leading and overseeing biological investigations for drug discovery projects.

Key to success will be the ability to initiate, execute and independently lead new lines of investigation as well as manage, coach, motivate and communicate within a complex multidisciplinary environment.




Desirable Requirements:
Successful candidates will have a BS/MS and/or PhD in the life sciences and a comprehensive, in-depth knowledge of oncology research with at least 5 years of experience including in the area of chromatin, transcription & epigenetics. Industry experience is highly desired.

Thorough familiarity and demonstrated experience with a diversity of skills in cell, molecular biology and genetics including CRISPR based manipulation & engineering of mammalian cell systems, pooled genetic screens, next generation sequencing technologies, Chromatin Immunoprecipitation (ChIP) and ATAC-Seq, and working knowledge of data processing downstream of these techniques in order to interface with computational biologists.

Also required:
Detail-oriented, self-motivated and scientifically driven, proficient reasoning skills in experimental design, data analysis and interpretation
Critical problem solving abilities and a motivated self-starter with the ability to work in a fast-paced team oriented environment
At least 1-2 years of direct management experience
Excellent communication and interpersonal skills, including the ability to provide timely and open feedback
Demonstrated ability to present experimental data to diverse audiences such as project teams and executive boards

Why consider Novartis?
799 million. That’s how many lives our products touched in 2019. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!

The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity or expression, marital or veteran status, disability, or any other legally protected status. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration and empowers our people to unleash their full potential.",4.1,"Novartis
4.1","Cambridge, MA",-1,10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,59,99,79.0,"Novartis
", MA,0,24,0,0,0,0,1
Data Scientist - Nutrisystem,$59K - $99K (Glassdoor est.),"Description/Responsibilities


Position Summary:Nutrisystem is seeking a Data Analyst to join its growing Analytics community. This role will develop, manage, and deliver analytical solutions to solve complex business challenges. The Data Analyst will closely interact with online and offline Marketing, Product Development, Call Center Sales, Retail and Finance to influence key business decisions through fact-driven insights. The ideal candidate will possess excellent analytical and communication skills and have a history of thriving in fast- paced business environments.

Essential Duties and Responsibilities:

• Develop queries and performs extensive programming to access, transform and prepare data for analysis, ad-hoc and automated reporting and modeling. Create visualizations for variety of projects.

• Support ad-hoc analysis, discussions and conclusions around the efficacy of marketing channels to drive revenue per customer, length of stay and lifetime value.

• Analyze data to describe customer behavior and preferences, understand marketing channel effectiveness, diagnose customer experience problems, size marketing opportunity and measure the impact of marketing initiatives.

• Prepare and deliver insight presentations and recommendations. Communicates complex material in digestible terms appropriate for each audience. Educate company executives and the broader team on analytical findings and implications using storytelling and data visualization techniques.

• Design analytic plans, translating business problems/opportunities into analytic approaches. Engage with project sponsors and stakeholders to understand each business question. Probe for hidden questions and goals. Bring structure to each request and translate requirements into the appropriate analytic approach.

• Participate in special projects and performs other duties as required.

Qualifications


• Bachelor’s degree in Data Science, Analytics, Operations Research, Information Technology, Computer Science or other quantitative field required. Master’s degree preferred.• Must have minimum of five (5) years of experience working in an analytical role with a history of taking on additional responsibilities with data analysis, measurement reporting

• Must have five (5) years of experience with SQL programming

• Must have minimum of three (3) years of experience working with relational databases and associated data query tools. Experience with cloud databases a plus (e.g. AWS Redshift, Google BigQuery, Snowflake).

• Must have proficiency in data visualization and report writing technologies using at least one of the following Business Intelligence tools Tableau, Power BI, QLIK or SAS. Knowledge of Looker preferred.

• Domain experience in marketing analytics: customer acquisition, digital marketing, response modeling, identifying customer needs, predicting customer behavior, next best offer, churn, customer lifetime value preferred

• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

• Excellent verbal and written communication skills. Experience presenting to senior executives distilling complex concepts into actionable recommendations

• Advanced Microsoft Excel skills including pivot tables, data manipulation and analysis

• Ability to work in a team-oriented environment.

About Tivity Health:

Tivity Health® (Nasdaq: TVTY) is a leading provider of healthy life-changing solutions, including SilverSneakers®, Nutrisystem®, Prime® Fitness, Wisely Well™, South Beach Diet® and WholeHealth Living®. We are actively addressing the social determinants of health, defined as the conditions in which we work, live and play. From improving health outcomes to reversing the narrative on inactivity, food insecurity, social isolation and loneliness, we are making a difference and are transforming the way we do health. Learn more at TivityHealth.com.

Tivity Health is an equal employment opportunity employer and is committed to a proactive program of diversity development. Tivity Health will continue to recruit, hire, train, and promote into all job levels without regard to race, religion, gender, marital status, familial status, national origin, age, mental or physical disability, sexual orientation, gender identity, source of income, or veteran status.",2.7,"Tivity Health
2.7","Fort Washington, PA",-1,201 to 500 Employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,59,99,79.0,"Tivity Health
", PA,0,39,0,0,0,1,1
Business Intelligence Analyst,$59K - $99K (Glassdoor est.),"Business Intelligence Analyst
Claims Executive Department
50 Amica Way, Lincoln, RI 02865
Think data and analytics are key parts of the solution?
The feeling is mutual.

Responsibilities
Gather and translate user requirements for reports, analysis, and business opportunities into technical specifications
Write SQL or other querying code to extract and manipulate data from database systems
Testing and validation of underlying report data
Utilize business intelligence tools to design, construct, test and deploy self-service reports, corporate dashboards, and scor
cards
Providing technical support, including training, to report consumers for existing reports
Ensure that applicable enterprise wide data standards, policies and processes are executed and observed
Demonstrate strong business acumen and understanding of insurance concepts
Translate and summarize data results into written reports, tables, graphs and charts to convey information to management
Participate in new technology evaluation and ensure alignment of business unit data and analytics practices with enterprise data processes and practices
May be called upon to handle other duties as required
Hours
The 37.5-hour/week work schedule will be Monday through Friday between the core hours of 8 a.m. and 5 p.m.

Qualifications
Bachelor’s degree in computer science, information systems, mathematics or a related field preferred or equivalent work experience
Comprehensive knowledge of insurance or related field and the ability to understand complex business challenges.
Proficient with data discovery, data mining and creating correlations
Thorough knowledge of relational database theory and structured query language (SQL)
Exceptional analytical, quantitative and logical problem-solving abilities
Excellent communication and presentation skills
Ability to be productive when working independently or collaboratively
Strong organizational skills and time management skills

Perks and Benefits
Paid vacation, holidays and sick days
Generous leave programs, including paid parental bonding leave
Medical, dental, vision coverage, short- and long-term disability, and life insurance
Generous retirement benefits
Opportunities for advancement in a successful and growing company

About Amica
Amica Mutual Insurance Company is America’s oldest mutual insurer of automobiles. A direct national writer, Amica also offers home, marine and umbrella insurance. Amica Life Insurance Company, a wholly owned subsidiary, provides life insurance and retirement solutions. Amica was founded on the principles of creating peace of mind and building enduring relationships for and with our exceptionally loyal policyholders, a mission that thousands of employees in offices nationwide share and support.
Equal Opportunity Policy: All qualified applicants who are authorized to work in the United States will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity, gender expression, sexual orientation, family status, ethnicity, age, national origin, ancestry, physical and/or mental disability, mental condition, military status, genetic information or any other class protected by law. The Age Discrimination in Employment Act prohibits discrimination on the basis of age with respect to individuals who are 40 years of age or older. Employees are subject to the provisions of the Workers' Compensation Act.
#LI-HT1
HP15
*cb*",3.6,"Amica Insurance Company
3.6","Lincoln, RI",-1,1001 to 5000 Employees,1907,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,59,99,79.0,"Amica Insurance Company
", RI,0,113,0,0,0,0,1
Product Data Analyst,$59K - $99K (Glassdoor est.),"We are seeking an ambitious, energetic individual to join our team as a Product Data Analyst. In the ever-changing, entertaining world of Promotional Products, a Geiger Product Data Analyst is responsible for creating, analyzing, and the maintenance of a new database“system”. This database allows configured items and virtual items to expedite the entry of new items while keeping existing items up-to-date leveraging PromoStandards (Industry Tool)and other systems and Popup Stores.

If you are up for the challenge, apply to join our team today!

What You Will Do:
Analyze and direct the creation of a database“system” that allows ERP inventory items to be tied to virtual items to expedite the entry of new items as well as updating existing items for our Corporate Programs eCommerce needs (Avetti).
Direct and support leveraging PromoStandards to create items and send simple configured purchase orders to vendors using PromoStandards.
Direct and support leveraging PromoStandards inventory, invoicing from suppliers, order status from suppliers answering internal questions as well as vendor questions ensuring smooth operations and full efficiency. Primary point person for all PromoStandards issues.
What you will need:
Deep understanding of inventory items and challenges associated with creating, maintaining, and integrating inventory.
Deep understanding of product data with multiple attributes.
Deep understanding of data flows and how data impacts downstream systems.
Ability to read and understand XML and API.
Ability to work well with others who are less technical to understand requirements and explain technical matters in a non-technical manner.
Ability to query data to analyze data to make decisions.
Ability to model data and communicate with developers to design and implement.
Ability to grasp multiple variations of scenarios and create a future state to solve multiple problems efficiently.
Comfort and experience with direct interaction with databases such as SQL, Oracle, MS Access.
Very strong Excel skills required along with general office skills as well as diagramming skills such as Visio/Lucidchart.
Strong troubleshooting skills.
What is in it for you:
Full benefits package
Education reimbursement
Profit-sharing
401k (with a match!)
Bonuses for industry certification
Full-Time Regular

M - F, 40 Hours weekly

Geiger is an Equal Opportunity / Affirmative Action Employer",4.4,"Geiger
4.4","Lewiston, ME",-1,201 to 500 Employees,1878,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,0,0,59,99,79.0,"Geiger
", ME,0,142,0,0,0,0,1
Business Intelligence Analyst,$59K - $99K (Glassdoor est.),"Purpose of the Position:
Responsible for providing analytic support across the organization to enable better data-driven decision making and planning by senior management. As part of the ‘Business Intelligence’ function, the Analyst will assist with:
Establishing an enterprise-wide approach to data management.
Improving information accessibility and horizontal information sharing across the organization.
Creating a unified and integrated view of our core data aligned with main institutional objectives.
Streamlining manual report generation through a combination of automation and outsourcing/offshoring.
Primary Duties and Responsibilities
Play key role in cross-functional reporting and analytics efforts across multiple business units.
Identify reporting needs and create/improve daily, weekly and monthly reports.
Assemble and summarize data, make presentations of findings, and provide recommendations for cost savings and process improvement to senior management.
Conduct trending, forecasting, predictive modeling to identify patterns and get to the root causes.
Develop and maintain reports and metrics to track employee performance management.
Document and update existing standard operating procedures, process maps and org charts.
Standardize cross-departmental data definitions, KPIs, and calculations.
Share knowledge, expertise and best practices with new and existing analysts throughout the company.
Demonstrates knowledge of, and carefully follows all applicable federal and state compliance requirements and regulations including those prescribed by the Department of Education, accrediting agencies, CIE, and internal UMA policies and procedures.
Effectively communicates compliance requirements to students and other staff as appropriate and quickly escalates any compliance concerns to the Compliance department.
Skills & Core Attributes Required:
Ability to synthesize large amounts of data into snapshots appropriate for senior management use.
Ability to analyze data and understand business needs to recommend additional or improved ways to view the business.
Experience with creating dashboards using BI Tools (i.e. PowerBI or Tableau)
Ability to work with SQL databases (i.e. T-SQL)
Detail and deadline oriented, flexible to rapid change.
Strong operational, organizational, analytical, and technical skills.
Analytical thinker/mind-set with proven ability to solve complex problems.
Excellent written and verbal communication skills, specifically an ability to communicate effectively with senior management.
Proven experience with MS office suite including Word, Excel, PowerPoint, Access
Advanced Excel (formulas, Pivot Tables, Charting/Visualizations, Reporting and Dashboard building experience, VBA a plus)
Demonstrated ability to learn new computer systems.
Experience with financial and operational modeling.
Forecasting and statistical modeling (i.e. R, SAS, SPSS)
Education/Experience Required:
Minimum of Bachelors degree in Business, Economics, Math, Accounting or Finance.
Minimum of 1-3 years of experience in business, process, and operations initiatives. Advanced math and statistical skills.
Education Industry and call center experience a plus.",4.0,"UMA Education
4.0","Tampa, FL",-1,1001 to 5000 Employees,1994,Nonprofit Organization,Education Training Services,Education,Unknown / Non-Applicable,-1,0,0,59,99,79.0,"UMA Education
", FL,0,26,0,0,0,0,1
Scientist - Flow Cytometry,$59K - $99K (Glassdoor est.),"Overview :
Medpace is a full-service clinical contract research organization (CRO). We provide Phase I-IV clinical development services to the biotechnology, pharmaceutical and medical device industries. Our mission is to accelerate the global development of safe and effective medical therapeutics through its scientific and disciplined approach. We leverage local regulatory and therapeutic expertise across all major areas including oncology, cardiology, metabolic disease, endocrinology, central nervous system, anti-viral and anti-infective. Headquartered in Cincinnati, Ohio, employing approximately 3,500 people across almost 40 countries.
Job Summary:
Our clinical laboratory activities are growing rapidly, and we are currently looking to add to our scientific team. The Senior Scientist/Scientist (based on experience) will act as a leader in the department and will participate in and direct research and development within the laboratory. S/he will aid in the development and growth of the flow cytometry area and will oversee the daily operations and flow cytometry method validations. The ideal candidate will have strong critical thinking and problem solving abilities. This position will be a full-time, office-based position in Cincinnati, OH.
Responsibilities :
Monitor laboratory operations in order to verify that accurate, precise, and reliable data are being generated for clinical trials;
Interact with corporate leadership, administration, government agencies, accrediting agencies, and potential sponsors/clients to gain information and knowledge required to make appropriate business and/or operational recommendations and decisions;
Ability to troubleshoot technical issues;
Ability to meet aggressive timelines;
Routine flow cytometry data review and approval of clinical reports;
Develop and conduct training within flow cytometry;
Review and write Validation Plans/Reports/SOPs and;
Oversee design, validation, and maintenance of flow cytometry assays in regulated environments.
Qualifications :
PhD in Laboratory Medicine, Immunology, Biochemistry/Biotechnology, Clinical Pathology or other similar area;
2-3 years of experience in designing and conducting experiments using multi-color flow cytometry;
Experience with analysis of flow cytometry data is required;
Excellent record keeping skills are required;
Analytical Method Validation experience is preferred;
Clinical research or translational research experience is preferred;
Previous experience in a central lab environment is preferred; and
Excellent interpersonal skills to effectively interact with and influence stakeholders, both internally and externally, are required.
Why Medpace?:
When you join Medpace, you become part of a team dedicated to supporting the development of ground-breaking drugs and devices. Our employees provide hope for those living with debilitating diseases. We invite you to be a part of something that is impacting millions of people around the globe while enjoying a competitive total compensation and benefits package and internal growth opportunities.

Awards:
Medpace historically named a Top Cincinnati Workplace by the Cincinnati Enquirer
Medpace ranks amongst top CROs for site ratings across all 10 important attributes including CRA training, preparation & organization, accessibility of staff, open communication, and ensuring timely drug availability
Continually recognized with CRO Leadership Awards from Life Science Leader magazine based on expertise, quality, capabilities, reliability, and compatibility
What to Expect Next:
A member of our recruitment team will review your qualifications and, if interested, you will be contacted for an interview.

EO/AA Employer M/F/Disability/Vets
WARNING: Please beware of phishing scams that offer opportunities with Medpace in exchange for sending money. These scammers pose as legitimate employees from actual companies. Please be advised that a Medpace employee will never ask you for a credit card, send you a check, or ask you for any type of payment as part of consideration for a role with our company. All of our careers require that you first complete an online application and go through some sort of interview process.",2.9,"Medpace, Inc.
2.9","Cincinnati, OH",-1,1001 to 5000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,59,99,79.0,"Medpace, Inc.
", OH,0,28,0,0,0,0,1
Senior Engineer/Data Scientist - Industry 4.0,$59K - $99K (Glassdoor est.),"Friday, October 30, 2020


Watlow Profile: The world’s leading companies start with Watlow for their thermal solutions. Watlow®, a privately-owned company, is the industry leader in the design, manufacture and integration of complete thermal systems including electric heaters, temperature sensors, temperature controllers, power controllers and supporting software. At Watlow, we are constantly driven to do more to help our customers. We take on big technical challenges. We are committed to projects that help our fellow human beings and we strive to learn more. From single components to high performance systems, we bring our thermal expertise to numerous applications, including semiconductor processing, energy processes, diesel, foodservice equipment, life sciences and others.

Overview of Role

The Sr. Engineer/Data Scientist will be responsible for applying expertise in data science and analytics to improve the customer’s thermal system performance, focused on integration into Industry 4.0 technologies. The Sr. Engineer/Data Scientist will actively collaborate with customers and Watlow’s internal subject matter experts while expanding Watlow’s technical expertise in successful deployment of advanced alarming algorithms. The role will be located in St. Louis, Missouri at Watlow’s Global headquarters and Advanced Technology Center.

Key Responsibilities:
Developing insights related to innovative new business initiatives
Collaboration with teams to support proper data collection
Meet with customers to determine what information is the most important to them
Develop analytical capabilities (e.g. models and processes) that drive better outcomes for both customers and the company
Mentor and coach more junior team members in developing data flow and analytic capabilities
Cleaning raw data and general pre-processing (generating features)
Developing solutions to visualize data and drive decisions to improve overall system performance
Build, test, and deploy predictive models and/or machine learning algorithms on large static and/or streaming data sets in IoT enabled devices
Identify customer value creation opportunities as outputs of the data analysis
Learn & stay current on Internet of Things (IOT) developments, news, opportunities, and challenges


Qualifications:

Must have:
Bachelor’s degree in computer science, computer engineering or a relevant technical degree
Minimum experience of 5 years’ experience in related data science, analytics, and model building roles
Additional success factors:
Experiences in Industry 4.0 transformation either as internal or customer facing
Experience in defining and implementing data acquisition for diagnostics/prognostics across all stages of the value chain
Natural curiosity and a strong passion for empirical research and problem solving
Strong written and verbal communications skills; comfortable communicating with senior levels of both business and technology leadership
Analytics Experience:
Understanding of data collection and model building processes
A strong understanding of data profiling and data cleansing techniques
Experience working with large complex data sets, real time/near real time analytics, and distributed big data platforms
Experience working with databases
Practical knowledge of analytical techniques and methodologies such as machine learning/supervised and unsupervised techniques, regression modeling, neural networks, data mining and optimization techniques
Experience with one or more of the following programming languages and their associated statistical analysis packages: Python (SciPy/sklearn), R, MatLab (statistics toolbox), or SAS
Connectivity/Data Flow Experience:
IOT Communication protocols knowledge
Familiarity with Cloud based HaaS/PaaS solutions such as AWS, MS Azure.
Proficiency with querying SQL Server databases
Creation of efficient IoT data system architectures and modeling of data flows to enable smart systems initiatives

Watlow is Equal Employment Opportunity Employer including Protected Veterans and
Individuals with Disabilities

Other details
Pay Type
Salary
Apply Now",3.5,"Watlow Electric Manufacturing
3.5","Saint Louis, MO",-1,1001 to 5000 Employees,1922,Company - Private,Metal & Mineral Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,59,99,79.0,"Watlow Electric Manufacturing
", MO,0,98,1,0,0,1,0
Project Data Analyst,$59K - $99K (Glassdoor est.),"EnLink Midstream is a leading provider of midstream energy services, providing transportation, gathering, processing, and storage of crude, natural gas, and natural gas liquids (NGLs). Strategic and forward-looking, EnLink cultivates a high level of employee values while we plan for future growth. Join a company where employees are the strongest link! We believe in helping one another. By serving one another, we make EnLink stronger and enable our businesses to grow in an environment of trust, cooperation and collaboration.

EnLink is seeking an entry-level results-driven Project Data Analyst to join our high-performance team in Dallas, Texas. This role will report to the Project Controls Director with a focus on project information.

Partner with Engineering Leadership, Project Managers, Cost Analyst, Schedulers and others in Engineering to support the needs of projects related to cost controls, KPIs, and other project data via Anaplan and Excel
Create/improve tools and reports in Anaplan related to Engineering projects
Create new tools via Excel as needed by the business
Create new reports and databases to assist the business in understanding large amounts of data
Assist with Project Cost Control activities as needed (budgeting, forecasting, reporting)
Produce ad hoc reports and/or analysis as requested
Occasional travel to job sites as it is needed to aid in the understanding of larger projects or support persons not located in Dallas (3-6 trips per year).

Must be a self-starter with the ability to multi-task while working quickly and independently are keys to this job’s success.
Bachelor’s degree required (Major in engineering, actuarial science, mathematics, statistics, MIS or a related field required).
Strong Microsoft Excel and Visual Basic (VBA) skills required.
1+ year of experience in the oil and gas industry is preferred.
Basic knowledge of plants, fractionators, pipelines, and related production equipment, measurement, and field equipment and terminology preferred.
EOE
No agencies
No sponsorships",3.3,"EnLink Midstream
3.3","Dallas, TX",-1,1001 to 5000 Employees,2014,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,0,0,59,99,79.0,"EnLink Midstream
", TX,0,6,0,0,0,0,1
Senior Data Scientist,$59K - $99K (Glassdoor est.),"Job Description:
At Fidelity’s Artificial Intelligence Center of Excellence (COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. We work closely with business stakeholders, collect requirements and deliver high value AI/ML solutions that drive customer and business value. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry.
The AI COE is seeking a Senior Data Scientist with experience in Virtual Assistants or chatbots, Natural Language Processing/text analytics, machine learning, various deep learning related technologies, predictive and prescriptive analytics.
The Expertise You Have
PhD in Computer Science with extensive research papers on Natural Language Processing, OR Master’s Degree in Computer Science, Statistics, Data Science or similar technical discipline with at least 5 years relevant professional experience
Deep understanding of Machine Learning & Deep Learning algorithms
Knowledge of most of the following quantitative fields: Natural Language Processing, Information Retrieval, Machine Comprehension, Question Answering/Conversational AI, Reinforcement Learning, Knowledge Graph, Causal Inference, and Design of Experiment
Statistical and data science programming skills, such as Python and R
The Skills You Bring
Experience in Big Data, search, NLP, and chatbot technologies such as Elasticsearch and Solr
Knowledge of Deep Learning and related tools such as TensorFlow, Keras, MXNET, or H2O is preferred
Experience deploying NLP solutions in a commercial environment
The Value You Deliver
Manage and guide data science and data engineering elements of AI projects
Set a strategic direction for data identification, collection and qualification activities
Lead data analysis for multiple projects with diverse scope and complex business and technical challenges across several business units and functions
Implement new technologies in a production environment with product, IT, and data engineering teams
Present reports and findings to senior level technical and non-technical audiences
Certifications:

Company Overview
At Fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want. We are a privately held company that places a high degree of value in creating and nurturing a work environment that attracts the best talent and reflects our commitment to our associates. We are proud of our diverse and inclusive workplace where we respect and value our associates for their unique perspectives and experiences. For information about working at Fidelity, visit FidelityCareers.com.

Fidelity Investments is an equal opportunity employer.

Fidelity will reasonably accommodate applicants with disabilities who need adjustments to complete the application or interview process. Please email us at accommodations@fmr.com or 800-835-5099, prompt 2, option 2 if you would like to request an accommodation.",4.1,"Fidelity Investments
4.1","Boston, MA",-1,10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,0,59,99,79.0,"Fidelity Investments
", MA,0,74,1,0,0,0,1
